,"formula is  #=LEFT(B3,FIND(""_"",B3)-1)",,,Formula
3636,Sibynophis_chinensis,Sibynophis,,Sibynophis
3637,Grayia_tholloni,Grayia,,Grayia
3638,Grayia_ornata,Grayia,,Grayia
3639,Grayia_smithii,Grayia,,Grayia
3640,Ahaetulla_fronticincta,Ahaetulla,,Ahaetulla
3641,Ahaetulla_pulverulenta,Ahaetulla,,Ahaetulla
3642,Ahaetulla_nasuta,Ahaetulla,,Ahaetulla
3643,Chrysopelea_taprobanica,Chrysopelea,,Chrysopelea
3644,Chrysopelea_paradisi,Chrysopelea,,Chrysopelea
3645,Chrysopelea_ornata,Chrysopelea,,Chrysopelea
3646,Dendrelaphis_bifrenalis,Dendrelaphis,,Dendrelaphis
3647,Dendrelaphis_caudolineolatus,Dendrelaphis,,Dendrelaphis
3648,Dendrelaphis_caudolineatus,Dendrelaphis,,Dendrelaphis
3649,Dendrelaphis_tristis,Dendrelaphis,,Dendrelaphis
3650,Dendrelaphis_schokari,Dendrelaphis,,Dendrelaphis
3651,Oligodon_arnensis,Oligodon,,Oligodon
3652,Oligodon_sublineatus,Oligodon,,Oligodon
3653,Oligodon_taeniolatus,Oligodon,,Oligodon
3654,Oligodon_cinereus,Oligodon,,Oligodon
3655,Oligodon_splendidus,Oligodon,,Oligodon
3656,Oligodon_maculatus,Oligodon,,Oligodon
3657,Oligodon_theobaldi,Oligodon,,Oligodon
3658,Oligodon_cruentatus,Oligodon,,Oligodon
3659,Oligodon_planiceps,Oligodon,,Oligodon
3660,Oligodon_torquatus,Oligodon,,Oligodon
3661,Oligodon_octolineatus,Oligodon,,Oligodon
3662,Oligodon_cyclurus,Oligodon,,Oligodon
3663,Oligodon_barroni,Oligodon,,Oligodon
3664,Oligodon_taeniatus,Oligodon,,Oligodon
3665,Oligodon_chinensis,Oligodon,,Oligodon
3666,Oligodon_ocellatus,Oligodon,,Oligodon
3667,Oligodon_formosanus,Oligodon,,Oligodon
3668,Coelognathus_radiatus,Coelognathus,,Coelognathus
3669,Coelognathus_helena,Coelognathus,,Coelognathus
3670,Coelognathus_erythrurus,Coelognathus,,Coelognathus
3671,Coelognathus_subradiatus,Coelognathus,,Coelognathus
3672,Coelognathus_flavolineatus,Coelognathus,,Coelognathus
3673,Scaphiophis_albopunctatus,Scaphiophis,,Scaphiophis
3674,Lytorhynchus_diadema,Lytorhynchus,,Lytorhynchus
3675,Coluber_zebrinus,Coluber,,Coluber
3676,Bamanophis_dorri,Bamanophis,,Bamanophis
3677,Macroprotodon_abubakeri,Macroprotodon,,Macroprotodon
3678,Macroprotodon_cucullatus,Macroprotodon,,Macroprotodon
3679,Hemerophis_socotrae,Hemerophis,,Hemerophis
3680,Hemorrhois_nummifer,Hemorrhois,,Hemorrhois
3681,Hemorrhois_ravergieri,Hemorrhois,,Hemorrhois
3682,Hemorrhois_algirus,Hemorrhois,,Hemorrhois
3683,Hemorrhois_hippocrepis,Hemorrhois,,Hemorrhois
3684,Spalerosophis_microlepis,Spalerosophis,,Spalerosophis
3685,Spalerosophis_diadema,Spalerosophis,,Spalerosophis
3686,Platyceps_karelini2,Platyceps,,Platyceps
3687,Platyceps_rhodorachis,Platyceps,,Platyceps
3688,Platyceps_karelini,Platyceps,,Platyceps
3689,Platyceps_collaris,Platyceps,,Platyceps
3690,Platyceps_florulentus,Platyceps,,Platyceps
3691,Platyceps_ventromaculatus,Platyceps,,Platyceps
3692,Platyceps_najadum,Platyceps,,Platyceps
3693,Dolichophis_jugularis,Dolichophis,,Dolichophis
3694,Dolichophis_caspius,Dolichophis,,Dolichophis
3695,Dolichophis_schmidti,Dolichophis,,Dolichophis
3696,Hierophis_gemonensis,Hierophis,,Hierophis
3697,Hierophis_viridiflavus,Hierophis,,Hierophis
3698,Orientocoluber_spinalis,Orientocoluber,,Orientocoluber
3699,Eirenis_aurolineatus,Eirenis,,Eirenis
3700,Eirenis_modestus,Eirenis,,Eirenis
3701,Eirenis_persicus,Eirenis,,Eirenis
3702,Eirenis_decemlineatus,Eirenis,,Eirenis
3703,Eirenis_levantinus,Eirenis,,Eirenis
3704,Eirenis_thospitis,Eirenis,,Eirenis
3705,Eirenis_medus,Eirenis,,Eirenis
3706,Eirenis_lineomaculatus,Eirenis,,Eirenis
3707,Eirenis_rothii,Eirenis,,Eirenis
3708,Eirenis_coronelloides,Eirenis,,Eirenis
3709,Eirenis_punctatolineatus,Eirenis,,Eirenis
3710,Eirenis_barani,Eirenis,,Eirenis
3711,Eirenis_collaris,Eirenis,,Eirenis
3712,Eirenis_eiselti,Eirenis,,Eirenis
3713,Cyclophiops_major,Cyclophiops,,Cyclophiops
3714,Ptyas_korros,Ptyas,,Ptyas
3715,Ptyas_mucosa,Ptyas,,Ptyas
3716,Thrasops_jacksonii,Thrasops,,Thrasops
3717,Dispholidus_typus,Dispholidus,,Dispholidus
3718,Thelotornis_capensis,Thelotornis,,Thelotornis
3719,Philothamnus_hoplogaster,Philothamnus,,Philothamnus
3720,Philothamnus_natalensis,Philothamnus,,Philothamnus
3721,Hapsidophrys_lineatus,Hapsidophrys,,Hapsidophrys
3722,Hapsidophrys_smaragdina,Hapsidophrys,,Hapsidophrys
3723,Hapsidophrys_principis,Hapsidophrys,,Hapsidophrys
3724,Philothamnus_thomensis,Philothamnus,,Philothamnus
3725,Philothamnus_girardi,Philothamnus,,Philothamnus
3726,Philothamnus_heterodermus,Philothamnus,,Philothamnus
3727,Philothamnus_carinatus,Philothamnus,,Philothamnus
3728,Philothamnus_nitidus,Philothamnus,,Philothamnus
3729,Philothamnus_semivariegatus,Philothamnus,,Philothamnus
3730,Philothamnus_angolensis,Philothamnus,,Philothamnus
3731,Gonyosoma_oxycephalum,Gonyosoma,,Gonyosoma
3732,Gonyosoma_jansenii,Gonyosoma,,Gonyosoma
3733,Gonyosoma_prasinus,Gonyosoma,,Gonyosoma
3734,Gonyosoma_boulengeri,Gonyosoma,,Gonyosoma
3735,Gonyosoma_frenatus,Gonyosoma,,Gonyosoma
3736,Lycodon_ruhstrati,Lycodon,,Lycodon
3737,Lycodon_laoensis,Lycodon,,Lycodon
3738,Lycodon_fasciatus,Lycodon,,Lycodon
3739,Lycodon_paucifasciatus,Lycodon,,Lycodon
3740,Lycodon_semicarinatus,Lycodon,,Lycodon
3741,Lycodon_rufozonatus,Lycodon,,Lycodon
3742,Dryocalamus_nympha,Dryocalamus,,Dryocalamus
3743,Lycodon_carinatus,Lycodon,,Lycodon
3744,Lycodon_capucinus,Lycodon,,Lycodon
3745,Lycodon_osmanhilli,Lycodon,,Lycodon
3746,Lycodon_aulicus,Lycodon,,Lycodon
3747,Lycodon_zawi,Lycodon,,Lycodon
3748,Telescopus_fallax,Telescopus,,Telescopus
3749,Dipsadoboa_unicolor,Dipsadoboa,,Dipsadoboa
3750,Crotaphopeltis_tornieri,Crotaphopeltis,,Crotaphopeltis
3751,Toxicodryas_pulverulenta,Toxicodryas,,Toxicodryas
3752,Boiga_kraepelini,Boiga,,Boiga
3753,Boiga_irregularis,Boiga,,Boiga
3754,Boiga_cynodon,Boiga,,Boiga
3755,Boiga_dendrophila,Boiga,,Boiga
3756,Boiga_forsteni,Boiga,,Boiga
3757,Boiga_barnesii,Boiga,,Boiga
3758,Boiga_beddomei,Boiga,,Boiga
3759,Boiga_multomaculata,Boiga,,Boiga
3760,Boiga_ceylonensis,Boiga,,Boiga
3761,Boiga_trigonata,Boiga,,Boiga
3762,Dasypeltis_atra,Dasypeltis,,Dasypeltis
3763,Dasypeltis_confusa,Dasypeltis,,Dasypeltis
3764,Dasypeltis_scabra,Dasypeltis,,Dasypeltis
3765,Dasypeltis_sahelensis,Dasypeltis,,Dasypeltis
3766,Dasypeltis_fasciata,Dasypeltis,,Dasypeltis
3767,Dasypeltis_gansi,Dasypeltis,,Dasypeltis
3768,Rhinobothryum_lentiginosum,Rhinobothryum,,Rhinobothryum
3769,Trimorphodon_biscutatus,Trimorphodon,,Trimorphodon
3770,Salvadora_mexicana,Salvadora,,Salvadora
3771,Tantilla_melanocephala,Tantilla,,Tantilla
3772,Coluber_taeniatus,Coluber,,Coluber
3773,Coluber_flagellum,Coluber,,Coluber
3774,Coluber_constrictor,Coluber,,Coluber
3775,Opheodrys_aestivus,Opheodrys,,Opheodrys
3776,Opheodrys_vernalis,Opheodrys,,Opheodrys
3777,Chironius_carinatus,Chironius,,Chironius
3778,Chironius_quadricarinatus,Chironius,,Chironius
3779,Oxybelis_aeneus,Oxybelis,,Oxybelis
3780,Oxybelis_fulgidus,Oxybelis,,Oxybelis
3781,Leptophis_ahaetulla,Leptophis,,Leptophis
3782,Dendrophidion_dendrophis,Dendrophidion,,Dendrophidion
3783,Dendrophidion_percarinatum,Dendrophidion,,Dendrophidion
3784,Drymobius_rhombifer,Drymobius,,Drymobius
3785,Sonora_semiannulata,Sonora,,Sonora
3786,Chilomeniscus_stramineus,Chilomeniscus,,Chilomeniscus
3787,Chionactis_occipitalis,Chionactis,,Chionactis
3788,Stenorrhina_freminvillei,Stenorrhina,,Stenorrhina
3789,Conopsis_biserialis,Conopsis,,Conopsis
3790,Conopsis_nasus,Conopsis,,Conopsis
3791,Pseudoficimia_frontalis,Pseudoficimia,,Pseudoficimia
3792,Gyalopion_canum,Gyalopion,,Gyalopion
3793,Ficimia_streckeri,Ficimia,,Ficimia
3794,Sympholis_lippiens,Sympholis,,Sympholis
3795,Drymoluber_brazili,Drymoluber,,Drymoluber
3796,Drymoluber_dichrous,Drymoluber,,Drymoluber
3797,Mastigodryas_melanolomus,Mastigodryas,,Mastigodryas
3798,Mastigodryas_bifossatus,Mastigodryas,,Mastigodryas
3799,Mastigodryas_boddaerti,Mastigodryas,,Mastigodryas
3800,Phyllorhynchus_decurtatus,Phyllorhynchus,,Phyllorhynchus
3801,Spilotes_sulphureus,Spilotes,,Spilotes
3802,Spilotes_pullatus,Spilotes,,Spilotes
3803,Drymarchon_corais,Drymarchon,,Drymarchon
3804,Chironius_fuscus,Chironius,,Chironius
3805,Chironius_scurrulus,Chironius,,Chironius
3806,Chironius_grandisquamis,Chironius,,Chironius
3807,Chironius_laevicollis,Chironius,,Chironius
3808,Chironius_flavolineatus,Chironius,,Chironius
3809,Chironius_bicarinatus,Chironius,,Chironius
3810,Chironius_monticola,Chironius,,Chironius
3811,Chironius_exoletus,Chironius,,Chironius
3812,Chironius_laurenti,Chironius,,Chironius
3813,Chironius_multiventris,Chironius,,Chironius
3814,Archelaphe_bella,Archelaphe,,Archelaphe
3815,Oreocryptophis_porphyraceus,Oreocryptophis,,Oreocryptophis
3816,Euprepiophis_mandarinus,Euprepiophis,,Euprepiophis
3817,Euprepiophis_conspicillata,Euprepiophis,,Euprepiophis
3818,Orthriophis_taeniurus,Orthriophis,,Orthriophis
3819,Orthriophis_hodgsoni,Orthriophis,,Orthriophis
3820,Orthriophis_cantoris,Orthriophis,,Orthriophis
3821,Orthriophis_moellendorffi,Orthriophis,,Orthriophis
3822,Zamenis_hohenackeri,Zamenis,,Zamenis
3823,Zamenis_persica,Zamenis,,Zamenis
3824,Zamenis_lineata,Zamenis,,Zamenis
3825,Zamenis_longissimus,Zamenis,,Zamenis
3826,Rhinechis_scalaris,Rhinechis,,Rhinechis
3827,Zamenis_situla,Zamenis,,Zamenis
3828,Elaphe_davidi,Elaphe,,Elaphe
3829,Elaphe_carinata,Elaphe,,Elaphe
3830,Elaphe_dione,Elaphe,,Elaphe
3831,Elaphe_bimaculata,Elaphe,,Elaphe
3832,Elaphe_climacophora,Elaphe,,Elaphe
3833,Elaphe_quatuorlineata,Elaphe,,Elaphe
3834,Elaphe_sauromates,Elaphe,,Elaphe
3835,Elaphe_quadrivirgata,Elaphe,,Elaphe
3836,Elaphe_schrenckii,Elaphe,,Elaphe
3837,Coronella_girondica,Coronella,,Coronella
3838,Oocatochus_rufodorsatus,Oocatochus,,Oocatochus
3839,Coronella_austriaca,Coronella,,Coronella
3840,Senticolis_triaspis,Senticolis,,Senticolis
3841,Pituophis_deppei,Pituophis,,Pituophis
3842,Pituophis_vertebralis,Pituophis,,Pituophis
3843,Pituophis_lineaticollis,Pituophis,,Pituophis
3844,Pituophis_melanoleucus,Pituophis,,Pituophis
3845,Pituophis_catenifer,Pituophis,,Pituophis
3846,Pituophis_ruthveni,Pituophis,,Pituophis
3847,Pantherophis_guttatus,Pantherophis,,Pantherophis
3848,Pantherophis_emoryi,Pantherophis,,Pantherophis
3849,Pantherophis_slowinskii,Pantherophis,,Pantherophis
3850,Pantherophis_vulpinus,Pantherophis,,Pantherophis
3851,Pantherophis_alleghaniensis,Pantherophis,,Pantherophis
3852,Pantherophis_spiloides,Pantherophis,,Pantherophis
3853,Pantherophis_bairdi,Pantherophis,,Pantherophis
3854,Pantherophis_obsoletus,Pantherophis,,Pantherophis
3855,Bogertophis_subocularis,Bogertophis,,Bogertophis
3856,Bogertophis_rosaliae,Bogertophis,,Bogertophis
3857,Rhinocheilus_lecontei,Rhinocheilus,,Rhinocheilus
3858,Arizona_elegans,Arizona,,Arizona
3859,Pseudelaphe_flavirufa,Pseudelaphe,,Pseudelaphe
3860,Cemophora_coccinea,Cemophora,,Cemophora
3861,Lampropeltis_calligaster,Lampropeltis,,Lampropeltis
3862,Lampropeltis_webbi,Lampropeltis,,Lampropeltis
3863,Lampropeltis_pyromelana,Lampropeltis,,Lampropeltis
3864,Lampropeltis_zonata,Lampropeltis,,Lampropeltis
3865,Lampropeltis_elapsoides,Lampropeltis,,Lampropeltis
3866,Lampropeltis_ruthveni,Lampropeltis,,Lampropeltis
3867,Lampropeltis_mexicana,Lampropeltis,,Lampropeltis
3868,Lampropeltis_triangulum,Lampropeltis,,Lampropeltis
3869,Lampropeltis_extenuata,Lampropeltis,,Lampropeltis
3870,Lampropeltis_alterna,Lampropeltis,,Lampropeltis
3871,Lampropeltis_nigra,Lampropeltis,,Lampropeltis
3872,Lampropeltis_getula,Lampropeltis,,Lampropeltis
3873,Lampropeltis_holbrooki,Lampropeltis,,Lampropeltis
3874,Lampropeltis_splendida,Lampropeltis,,Lampropeltis
3875,Lampropeltis_californiae,Lampropeltis,,Lampropeltis
3876,Pseudorabdion_oxycephalum,Pseudorabdion,,Pseudorabdion
3877,Calamaria_yunnanensis,Calamaria,,Calamaria
3878,Calamaria_pavimentata,Calamaria,,Calamaria
3879,Plagiopholis_styani,Plagiopholis,,Plagiopholis
3880,Pseudoxenodon_bambusicola,Pseudoxenodon,,Pseudoxenodon
3881,Pseudoxenodon_macrops,Pseudoxenodon,,Pseudoxenodon
3882,Pseudoxenodon_karlschmidti,Pseudoxenodon,,Pseudoxenodon
3883,Trachischium_monticola,Trachischium,,Trachischium
3884,Hebius_sauteri,Hebius,,Hebius
3885,Hebius_craspedogaster,Hebius,,Hebius
3886,Natriciteres_olivacea,Natriciteres,,Natriciteres
3887,Afronatrix_anoscopus,Afronatrix,,Afronatrix
3888,Lycognathophis_seychellensis,Lycognathophis,,Lycognathophis
3889,Macropisthodon_rudis,Macropisthodon,,Macropisthodon
3890,Balanophis_ceylonensis,Balanophis,,Balanophis
3891,Rhabdophis_subminiatus,Rhabdophis,,Rhabdophis
3892,Rhabdophis_tigrinus,Rhabdophis,,Rhabdophis
3893,Rhabdophis_nuchalis,Rhabdophis,,Rhabdophis
3894,Xenochrophis_vittatus,Xenochrophis,,Xenochrophis
3895,Amphiesma_stolatum,Amphiesma,,Amphiesma
3896,Xenochrophis_piscator,Xenochrophis,,Xenochrophis
3897,Atretium_schistosum,Atretium,,Atretium
3898,Xenochrophis_flavipunctatus,Xenochrophis,,Xenochrophis
3899,Xenochrophis_punctulatus,Xenochrophis,,Xenochrophis
3900,Atretium_yunnanensis,Atretium,,Atretium
3901,Xenochrophis_asperrimus,Xenochrophis,,Xenochrophis
3902,Aspidura_trachyprocta,Aspidura,,Aspidura
3903,Aspidura_drummondhayi,Aspidura,,Aspidura
3904,Aspidura_ceylonensis,Aspidura,,Aspidura
3905,Aspidura_guentheri,Aspidura,,Aspidura
3906,Sinonatrix_aequifasciata,Sinonatrix,,Sinonatrix
3907,Sinonatrix_annularis,Sinonatrix,,Sinonatrix
3908,Sinonatrix_percarinata,Sinonatrix,,Sinonatrix
3909,Opisthotropis_guangxiensis,Opisthotropis,,Opisthotropis
3910,Opisthotropis_lateralis,Opisthotropis,,Opisthotropis
3911,Opisthotropis_latouchii,Opisthotropis,,Opisthotropis
3912,Opisthotropis_cheni,Opisthotropis,,Opisthotropis
3913,Natrix_maura,Natrix,,Natrix
3914,Natrix_tessellata,Natrix,,Natrix
3915,Natrix_natrix,Natrix,,Natrix
3916,Clonophis_kirtlandii,Clonophis,,Clonophis
3917,Seminatrix_pygaea,Seminatrix,,Seminatrix
3918,Regina_rigida,Regina,,Regina
3919,Regina_alleni,Regina,,Regina
3920,Virginia_striatula,Virginia,,Virginia
3921,Storeria_dekayi,Storeria,,Storeria
3922,Storeria_occipitomaculata,Storeria,,Storeria
3923,Regina_septemvittata,Regina,,Regina
3924,Tropidoclonion_lineatum,Tropidoclonion,,Tropidoclonion
3925,Regina_grahami,Regina,,Regina
3926,Nerodia_cyclopion,Nerodia,,Nerodia
3927,Nerodia_floridana,Nerodia,,Nerodia
3928,Nerodia_rhombifer,Nerodia,,Nerodia
3929,Nerodia_taxispilota,Nerodia,,Nerodia
3930,Nerodia_erythrogaster,Nerodia,,Nerodia
3931,Nerodia_harteri,Nerodia,,Nerodia
3932,Nerodia_sipedon,Nerodia,,Nerodia
3933,Nerodia_fasciata,Nerodia,,Nerodia
3934,Thamnophis_sirtalis,Thamnophis,,Thamnophis
3935,Thamnophis_proximus,Thamnophis,,Thamnophis
3936,Thamnophis_sauritus,Thamnophis,,Thamnophis
3937,Thamnophis_rufipunctatus,Thamnophis,,Thamnophis
3938,Adelophis_foxi,Adelophis,,Adelophis
3939,Thamnophis_valida,Thamnophis,,Thamnophis
3940,Thamnophis_melanogaster,Thamnophis,,Thamnophis
3941,Thamnophis_godmani,Thamnophis,,Thamnophis
3942,Thamnophis_exsul,Thamnophis,,Thamnophis
3943,Thamnophis_scaliger,Thamnophis,,Thamnophis
3944,Thamnophis_mendax,Thamnophis,,Thamnophis
3945,Thamnophis_sumichrasti,Thamnophis,,Thamnophis
3946,Thamnophis_chrysocephalus,Thamnophis,,Thamnophis
3947,Thamnophis_fulvus,Thamnophis,,Thamnophis
3948,Thamnophis_cyrtopsis,Thamnophis,,Thamnophis
3949,Thamnophis_eques,Thamnophis,,Thamnophis
3950,Thamnophis_marcianus,Thamnophis,,Thamnophis
3951,Thamnophis_hammondii,Thamnophis,,Thamnophis
3952,Thamnophis_ordinoides,Thamnophis,,Thamnophis
3953,Thamnophis_couchii,Thamnophis,,Thamnophis
3954,Thamnophis_gigas,Thamnophis,,Thamnophis
3955,Thamnophis_atratus,Thamnophis,,Thamnophis
3956,Thamnophis_elegans,Thamnophis,,Thamnophis
3957,Thamnophis_brachystoma,Thamnophis,,Thamnophis
3958,Thamnophis_butleri,Thamnophis,,Thamnophis
3959,Thamnophis_radix,Thamnophis,,Thamnophis
3960,Thermophis_baileyi,Thermophis,,Thermophis
3961,Thermophis_zhaoermii,Thermophis,,Thermophis
3962,Heterodon_platirhinos,Heterodon,,Heterodon
3963,Heterodon_nasicus,Heterodon,,Heterodon
3964,Heterodon_simus,Heterodon,,Heterodon
3965,Contia_tenuis,Contia,,Contia
3966,Carphophis_amoenus,Carphophis,,Carphophis
3967,Diadophis_punctatus,Diadophis,,Diadophis
3968,Farancia_erytrogramma,Farancia,,Farancia
3969,Farancia_abacura,Farancia,,Farancia
3970,Tantalophis_discolor,Tantalophis,,Tantalophis
3971,Amastridium_veliferum,Amastridium,,Amastridium
3972,Coniophanes_fissidens,Coniophanes,,Coniophanes
3973,Rhadinaea_flavilata,Rhadinaea,,Rhadinaea
3974,Rhadinaea_fulvivittis,Rhadinaea,,Rhadinaea
3975,Trimetopon_gracile,Trimetopon,,Trimetopon
3976,Pseudoleptodeira_latifasciata,Pseudoleptodeira,,Pseudoleptodeira
3977,Tretanorhinus_variabilis,Tretanorhinus,,Tretanorhinus
3978,Hypsiglena_slevini,Hypsiglena,,Hypsiglena
3979,Hypsiglena_jani,Hypsiglena,,Hypsiglena
3980,Hypsiglena_affinis,Hypsiglena,,Hypsiglena
3981,Hypsiglena_ochrorhyncha,Hypsiglena,,Hypsiglena
3982,Hypsiglena_chlorophaea,Hypsiglena,,Hypsiglena
3983,Hypsiglena_torquata,Hypsiglena,,Hypsiglena
3984,Leptodeira_nigrofasciata,Leptodeira,,Leptodeira
3985,Imantodes_inornatus,Imantodes,,Imantodes
3986,Imantodes_lentiferus,Imantodes,,Imantodes
3987,Imantodes_cenchoa,Imantodes,,Imantodes
3988,Imantodes_gemmistratus,Imantodes,,Imantodes
3989,Nothopsis_rugosus,Nothopsis,,Nothopsis
3990,Leptodeira_uribei,Leptodeira,,Leptodeira
3991,Leptodeira_frenata,Leptodeira,,Leptodeira
3992,Leptodeira_punctata,Leptodeira,,Leptodeira
3993,Leptodeira_splendida,Leptodeira,,Leptodeira
3994,Leptodeira_septentrionalis,Leptodeira,,Leptodeira
3995,Leptodeira_maculata,Leptodeira,,Leptodeira
3996,Leptodeira_rubricata,Leptodeira,,Leptodeira
3997,Leptodeira_annulata,Leptodeira,,Leptodeira
3998,Leptodeira_bakeri,Leptodeira,,Leptodeira
3999,Adelphicos_quadrivirgatum,Adelphicos,,Adelphicos
4000,Tretanorhinus_nigroluteus,Tretanorhinus,,Tretanorhinus
4001,Hydromorphus_concolor,Hydromorphus,,Hydromorphus
4002,Cryophis_hallbergi,Cryophis,,Cryophis
4003,Geophis_carinosus,Geophis,,Geophis
4004,Geophis_godmani,Geophis,,Geophis
4005,Atractus_reticulatus,Atractus,,Atractus
4006,Atractus_zidoki,Atractus,,Atractus
4007,Atractus_wagleri,Atractus,,Atractus
4008,Atractus_schach,Atractus,,Atractus
4009,Atractus_elaps,Atractus,,Atractus
4010,Atractus_albuquerquei,Atractus,,Atractus
4011,Atractus_zebrinus,Atractus,,Atractus
4012,Atractus_trihedrurus,Atractus,,Atractus
4013,Atractus_badius,Atractus,,Atractus
4014,Atractus_flammigerus,Atractus,,Atractus
4015,Sibon_nebulatus,Sibon,,Sibon
4016,Tropidodipsas_sartorii,Tropidodipsas,,Tropidodipsas
4017,Dipsas_indica,Dipsas,,Dipsas
4018,Ninia_atrata,Ninia,,Ninia
4019,Dipsas_catesbyi,Dipsas,,Dipsas
4020,Sibynomorphus_turgidus,Sibynomorphus,,Sibynomorphus
4021,Sibynomorphus_mikanii,Sibynomorphus,,Sibynomorphus
4022,Dipsas_variegata,Dipsas,,Dipsas
4023,Dipsas_neivai,Dipsas,,Dipsas
4024,Dipsas_articulata,Dipsas,,Dipsas
4025,Dipsas_pratti,Dipsas,,Dipsas
4026,Dipsas_albifrons,Dipsas,,Dipsas
4027,Sibynomorphus_ventrimaculatus,Sibynomorphus,,Sibynomorphus
4028,Sibynomorphus_neuwiedi,Sibynomorphus,,Sibynomorphus
4029,Manolepis_putnami,Manolepis,,Manolepis
4030,Crisantophis_nevermanni,Crisantophis,,Crisantophis
4031,Conophis_lineatus,Conophis,,Conophis
4032,Pseudoeryx_plicatilis,Pseudoeryx,,Pseudoeryx
4033,Hydrops_triangularis,Hydrops,,Hydrops
4034,Helicops_infrataeniatus,Helicops,,Helicops
4035,Helicops_hagmanni,Helicops,,Helicops
4036,Helicops_carinicaudus,Helicops,,Helicops
4037,Helicops_gomesi,Helicops,,Helicops
4038,Helicops_angulatus,Helicops,,Helicops
4039,Gomesophis_brasiliensis,Gomesophis,,Gomesophis
4040,Calamodontophis_paucidens,Calamodontophis,,Calamodontophis
4041,Ptychophis_flavovirgatus,Ptychophis,,Ptychophis
4042,Pseudotomodon_trigonatus,Pseudotomodon,,Pseudotomodon
4043,Tachymenis_peruviana,Tachymenis,,Tachymenis
4044,Tomodon_dorsatum,Tomodon,,Tomodon
4045,Thamnodynastes_pallidus,Thamnodynastes,,Thamnodynastes
4046,Thamnodynastes_rutilus,Thamnodynastes,,Thamnodynastes
4047,Thamnodynastes_strigatus,Thamnodynastes,,Thamnodynastes
4048,Thamnodynastes_lanei,Thamnodynastes,,Thamnodynastes
4049,Thamnodynastes_hypoconia,Thamnodynastes,,Thamnodynastes
4050,Caaeteboia_amarali,Caaeteboia,,Caaeteboia
4051,Hydrodynastes_gigas,Hydrodynastes,,Hydrodynastes
4052,Hydrodynastes_bicinctus,Hydrodynastes,,Hydrodynastes
4053,Tropidodryas_serra,Tropidodryas,,Tropidodryas
4054,Tropidodryas_striaticeps,Tropidodryas,,Tropidodryas
4055,Xenopholis_undulatus,Xenopholis,,Xenopholis
4056,Xenopholis_scalaris,Xenopholis,,Xenopholis
4057,Sordellina_punctata,Sordellina,,Sordellina
4058,Taeniophallus_brevirostris,Taeniophallus,,Taeniophallus
4059,Taeniophallus_nicagus,Taeniophallus,,Taeniophallus
4060,Echinanthera_melanostigma,Echinanthera,,Echinanthera
4061,Taeniophallus_affinis,Taeniophallus,,Taeniophallus
4062,Echinanthera_undulata,Echinanthera,,Echinanthera
4063,Siphlophis_longicaudatus,Siphlophis,,Siphlophis
4064,Siphlophis_pulcher,Siphlophis,,Siphlophis
4065,Siphlophis_cervinus,Siphlophis,,Siphlophis
4066,Siphlophis_compressus,Siphlophis,,Siphlophis
4067,Oxyrhopus_petolarius,Oxyrhopus,,Oxyrhopus
4068,Oxyrhopus_formosus,Oxyrhopus,,Oxyrhopus
4069,Oxyrhopus_clathratus,Oxyrhopus,,Oxyrhopus
4070,Oxyrhopus_trigeminus,Oxyrhopus,,Oxyrhopus
4071,Oxyrhopus_guibei,Oxyrhopus,,Oxyrhopus
4072,Oxyrhopus_melanogenys,Oxyrhopus,,Oxyrhopus
4073,Oxyrhopus_rhombifer,Oxyrhopus,,Oxyrhopus
4074,Rodriguesophis_iglesiasi,Rodriguesophis,,Rodriguesophis
4075,Phimophis_guerini,Phimophis,,Phimophis
4076,Paraphimophis_rusticus,Paraphimophis,,Paraphimophis
4077,Clelia_clelia,Clelia,,Clelia
4078,Mussurana_bicolor,Mussurana,,Mussurana
4079,Drepanoides_anomalus,Drepanoides,,Drepanoides
4080,Rhachidelus_brazili,Rhachidelus,,Rhachidelus
4081,Boiruna_maculata,Boiruna,,Boiruna
4082,Pseudoboa_neuwiedii,Pseudoboa,,Pseudoboa
4083,Pseudoboa_coronata,Pseudoboa,,Pseudoboa
4084,Pseudoboa_nigra,Pseudoboa,,Pseudoboa
4085,Phalotris_lemniscatus,Phalotris,,Phalotris
4086,Phalotris_nasutus,Phalotris,,Phalotris
4087,Phalotris_mertensi,Phalotris,,Phalotris
4088,Phalotris_lativittatus,Phalotris,,Phalotris
4089,Elapomorphus_quinquelineatus,Elapomorphus,,Elapomorphus
4090,Apostolepis_assimilis,Apostolepis,,Apostolepis
4091,Apostolepis_dimidiata,Apostolepis,,Apostolepis
4092,Apostolepis_albicollaris,Apostolepis,,Apostolepis
4093,Apostolepis_flavotorquata,Apostolepis,,Apostolepis
4094,Apostolepis_cearensis2,Apostolepis,,Apostolepis
4095,Apostolepis_cearensis,Apostolepis,,Apostolepis
4096,Philodryas_georgeboulengeri,Philodryas,,Philodryas
4097,Philodryas_argentea,Philodryas,,Philodryas
4098,Philodryas_mattogrossensis,Philodryas,,Philodryas
4099,Philodryas_nattereri,Philodryas,,Philodryas
4100,Philodryas_baroni,Philodryas,,Philodryas
4101,Philodryas_olfersii,Philodryas,,Philodryas
4102,Philodryas_viridissima,Philodryas,,Philodryas
4103,Philodryas_aestivus,Philodryas,,Philodryas
4104,Philodryas_psammophidea,Philodryas,,Philodryas
4105,Philodryas_patagoniensis,Philodryas,,Philodryas
